epoch,step,train_drc_loss,train_loss,train_ps_loss,val_drc_loss,val_loss,val_ps_loss
3,62,0.44552403688430786,0.5146416425704956,0.5245155692100525,,,
3,63,0.502327561378479,0.516434907913208,0.5207535028457642,,,
3,64,0.29690805077552795,0.38177335262298584,0.39389699697494507,,,
3,65,0.5253557562828064,0.5191256403923035,0.5178325772285461,,,
3,66,0.12262948602437973,0.4738771319389343,0.5036438703536987,,,
3,67,0.4733232259750366,0.356418639421463,0.3206315040588379,,,
3,68,0.8405941724777222,0.36478161811828613,0.2968083918094635,,,
3,69,1.7057186365127563,0.5703078508377075,0.4740866422653198,,,
3,70,0.5924367904663086,0.41980814933776855,0.3951469361782074,,,
3,71,0.8144438862800598,0.364258348941803,0.3142377436161041,,,
3,71,,,,0.9195839166641235,0.5179051160812378,0.4676927924156189
4,72,0.5099308490753174,0.41643497347831726,0.4067629873752594,,,
4,73,0.3822421133518219,0.42830538749694824,0.43488582968711853,,,
4,74,0.4412035644054413,0.41079896688461304,0.40582364797592163,,,
4,75,0.4353775680065155,0.5373027324676514,0.5518634915351868,,,
4,76,0.7286303639411926,0.40645408630371094,0.3604288697242737,,,
4,77,0.35842186212539673,0.44067832827568054,0.4507800340652466,,,
4,78,0.4608764350414276,0.440578818321228,0.43847906589508057,,,
4,79,0.6751631498336792,0.35142782330513,0.3116708993911743,,,
4,80,1.0878897905349731,0.4278017282485962,0.3335034251213074,,,
4,81,0.7489874362945557,0.36549800634384155,0.33993208408355713,,,
4,82,0.244937926530838,0.3413325548171997,0.36590373516082764,,,
4,83,0.43761390447616577,0.4075714349746704,0.4032796323299408,,,
4,84,0.35638687014579773,0.39971208572387695,0.40419405698776245,,,
4,85,0.5138859152793884,0.3395710587501526,0.31816399097442627,,,
4,86,0.6198388934135437,0.39480748772621155,0.34287717938423157,,,
4,87,0.32201263308525085,0.4494364261627197,0.4730333983898163,,,
4,88,0.31077855825424194,0.3855840861797333,0.39943695068359375,,,
4,89,0.390444278717041,0.40867435932159424,0.41147899627685547,,,
4,89,,,,0.8596175909042358,0.5186867117881775,0.4763336777687073
